taxonRank,kingdom,family,scientificName
subspecies,Animalia,FANTAILS_RHIPIDURIDAE,Rhipidura rufiventris isura
subspecies,Animalia,FANTAILS_RHIPIDURIDAE,Rhipidura verreauxi verreauxi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Acanthis flammea flammea
subspecies,Animalia,FINCHES_FRINGILLIDAE,Acanthis flammea rostrata
subspecies,Animalia,FINCHES_FRINGILLIDAE,Acanthis hornemanni exilipes
subspecies,Animalia,FINCHES_FRINGILLIDAE,Acanthis hornemanni hornemanni
subspecies,Animalia,FINCHES_FRINGILLIDAE,Bucanetes githagineus amantum
subspecies,Animalia,FINCHES_FRINGILLIDAE,Bucanetes githagineus crassirostris
subspecies,Animalia,FINCHES_FRINGILLIDAE,Bucanetes githagineus githagineus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Bucanetes githagineus zedlitzi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis balcanica
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis brevirostris
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis britannica
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis caniceps
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis carduelis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis colchica
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis niediecki
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis paropanisi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis parva
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis subulata
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carduelis carduelis tschusii
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus dubius deserticolor
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus dubius dubius
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus dubius femininus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus edwardsii rubicundus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus erythrinus erythrinus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus erythrinus ferghanensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus erythrinus kubanensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus erythrinus roseatus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus pulcherrimus argyrophrys
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus pulcherrimus pulcherrimus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus puniceus longirostris
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus rubicilla rubicilla
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus rubicilloides lucifer
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus rubicilloides rubicilloides
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus sibiricus sanguinolentus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus stoliczkae beicki
subspecies,Animalia,FINCHES_FRINGILLIDAE,Carpodacus thura thura
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chloris ambigua ambigua
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chloris chloris aurantiiventris
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chloris chloris chloris
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chloris chloris madaraszi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chloris chloris muehlei
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chloris chloris voousi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chloris sinica minor
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chloris sinica sinica
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chloris sinica ussuriensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chloris spinoides spinoides
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chlorophonia cyanea psittacina
subspecies,Animalia,FINCHES_FRINGILLIDAE,Chrysocorythus estherae renatae
subspecies,Animalia,FINCHES_FRINGILLIDAE,Coccothraustes coccothraustes buvryi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Coccothraustes coccothraustes coccothraustes
subspecies,Animalia,FINCHES_FRINGILLIDAE,Coccothraustes coccothraustes japonicus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra albogularis albogularis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra albogularis sordahlae
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra atrogularis atrogularis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra atrogularis impigra
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra atrogularis semideserti
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra canicapilla canicapilla
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra canicapilla elgonensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra flaviventris damarensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra flaviventris flaviventris
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra flaviventris guillarmodi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra flaviventris marshalli
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra gularis gularis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra gularis humilis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra hyposticta hyposticta
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra leucopygia riggenbachi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra mozambica caniceps
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra mozambica granti
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra mozambica mozambica
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra mozambica vansoni
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra scotops umbrosa
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra striolata graueri
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra striolata striolata
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra sulphurata sharpii
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra sulphurata sulphurata
subspecies,Animalia,FINCHES_FRINGILLIDAE,Crithagra sulphurata wilsoni
subspecies,Animalia,FINCHES_FRINGILLIDAE,Eophona personata personata
subspecies,Animalia,FINCHES_FRINGILLIDAE,Euphonia anneae anneae
subspecies,Animalia,FINCHES_FRINGILLIDAE,Euphonia cyanocephala pelzelni
subspecies,Animalia,FINCHES_FRINGILLIDAE,Euphonia elegantissima elegantissima
subspecies,Animalia,FINCHES_FRINGILLIDAE,Euphonia elegantissima vincens
subspecies,Animalia,FINCHES_FRINGILLIDAE,Euphonia gouldi praetermissa
subspecies,Animalia,FINCHES_FRINGILLIDAE,Euphonia hirundinacea gnatho
subspecies,Animalia,FINCHES_FRINGILLIDAE,Euphonia laniirostris crassirostris
subspecies,Animalia,FINCHES_FRINGILLIDAE,Euphonia violacea rodwayi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Euphonia violacea violacea
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs africana
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs bakeri
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs canariensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs coelebs
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs gengleri
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs harterti
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs maderensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs moreletti
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs ombriosa
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs palmae
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs spodiogenys
subspecies,Animalia,FINCHES_FRINGILLIDAE,Fringilla coelebs syriaca
subspecies,Animalia,FINCHES_FRINGILLIDAE,Haemorhous mexicanus amplus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Haemorhous mexicanus frontalis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Haemorhous mexicanus mexicanus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Haemorhous purpureus purpureus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Leucosticte arctoa brunneonucha
subspecies,Animalia,FINCHES_FRINGILLIDAE,Leucosticte brandti haematopygia
subspecies,Animalia,FINCHES_FRINGILLIDAE,Leucosticte nemoricola altaica
subspecies,Animalia,FINCHES_FRINGILLIDAE,Leucosticte tephrocotis griseonucha
subspecies,Animalia,FINCHES_FRINGILLIDAE,Leucosticte tephrocotis littoralis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria cannabina autochthona
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria cannabina bella
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria cannabina cannabina
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria cannabina guentheri
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria cannabina harterti
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria cannabina meadewaldoi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria cannabina mediterranea
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria flavirostris brevirostris
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria flavirostris flavirostris
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria flavirostris miniakensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria flavirostris pipilans
subspecies,Animalia,FINCHES_FRINGILLIDAE,Linaria flavirostris rufostrigata
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia curvirostra balearica
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia curvirostra benti
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia curvirostra corsicana
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia curvirostra curvirostra
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia curvirostra guillemardi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia curvirostra himalayensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia curvirostra meridionalis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia curvirostra poliogyna
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia curvirostra stricklandi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia leucoptera bifasciata
subspecies,Animalia,FINCHES_FRINGILLIDAE,Loxia leucoptera leucoptera
subspecies,Animalia,FINCHES_FRINGILLIDAE,Mycerobas carnipes carnipes
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pinicola enucleator leucura
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pinicola enucleator montana
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pinicola enucleator sakhalinensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Procarduelis nipalensis nipalensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pyrrhula erythaca erythaca
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pyrrhula leucogenis steerei
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pyrrhula nipalensis uchidai
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pyrrhula pyrrhula europaea
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pyrrhula pyrrhula griseiventris
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pyrrhula pyrrhula iberiae
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pyrrhula pyrrhula pileata
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pyrrhula pyrrhula pyrrhula
subspecies,Animalia,FINCHES_FRINGILLIDAE,Pyrrhula pyrrhula rossikowi
subspecies,Animalia,FINCHES_FRINGILLIDAE,Serinus alario alario
subspecies,Animalia,FINCHES_FRINGILLIDAE,Serinus alario leucolaema
subspecies,Animalia,FINCHES_FRINGILLIDAE,Serinus canicollis canicollis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Serinus canicollist thompsonae
subspecies,Animalia,FINCHES_FRINGILLIDAE,Serinus flavivertex flavivertex
subspecies,Animalia,FINCHES_FRINGILLIDAE,Serinus flavivertex sassii
subspecies,Animalia,FINCHES_FRINGILLIDAE,Spinus magellanicus urubambensis
subspecies,Animalia,FINCHES_FRINGILLIDAE,Spinus pinus pinus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Spinus psaltria colombianus
subspecies,Animalia,FINCHES_FRINGILLIDAE,Spinus psaltria psaltria
subspecies,Animalia,FINCHES_FRINGILLIDAE,Spinus tristis tristis
subspecies,Animalia,FINFOOTS_HELIORNITHIDAE,Podica senegalensis petersii
subspecies,Animalia,FINFOOTS_HELIORNITHIDAE,Podica senegalensis senegalensis
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum agile modestum
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum agile zeylonicum
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum cruentatum cruentatum
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum erythrorhynchos ceylonense
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum hirundinaceum hirundinaceum
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum ignipectus ignipectus
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum sanguinolentum sanguinolentum
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum trigonostigma cinereigulare
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum trigonostigma dayakanum
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum trigonostigma trigonostigma
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Dicaeum trochileum trochileum
subspecies,Animalia,FLOWERPECKERS_DICAEIDAE,Prionochilus maculatus oblitus
subspecies,Animalia,FLUFFTAILS_SAROTHRURIDAE,Sarothrura pulchra pulchra
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris barbara barbara
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris barbara barbata
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris barbara koenigi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris barbara spatzi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris chukar chukar
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris chukar cypriotes
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris chukar kleini
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris chukar pallescens
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris chukar sinaica
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris melanocephala guichardi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris melanocephala melanocephala
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris rufa hispanica
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris rufa intercedens
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Alectoris rufa rufa
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Ammoperdix heyi heyi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Arborophila brunneopectus brunneopectus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Arborophila chloropus chloropus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Arborophila chloropus peninsularis
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Arborophila rufogularis intermedia
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Arborophila rufogularis tickelli
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Argusianus argus argus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Argusianus argus grayi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Caloperdix oculeus oculeus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Coturnix coturnix conturbans
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Coturnix coturnix coturnix
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Coturnix coturnix inopinata
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Coturnix ypsilophora australis
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Crossoptilon crossoptilon crossoptilon
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Crossoptilon crossoptilon dolani
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Dendragapus fuliginosus sierrae
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Dendragapus obscurus obscurus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Dendroperdix sephaena grantii
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Dendroperdix sephaena sephaena
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Dendroperdix sephaena zambesiae
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Francolinus francolinus arabistanicus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Francolinus francolinus asiae
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Francolinus francolinus francolinus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Francolinus pintadeanus phayrei
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Francolinus pondicerianus interpositus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Galloperdix spadicea stewarti
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Gallus gallus bankiva
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Gallus gallus gallus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Gallus gallus murghi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Gallus gallus spadiceus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Ithaginis cruentus berezowskii
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Ithaginis cruentus tibetanus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lagopus lagopus alascensis
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lagopus lagopus lagopus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lagopus lagopus scotica
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lagopus leucura altipetens
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lagopus muta helvetica
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lagopus muta hyperborea
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lagopus muta islandorum
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lagopus muta muta
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lophura ignita nobilis
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lophura ignita rufa
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lophura leucomelanos crawfurdii
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lophura leucomelanos hamiltonii
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lophura leucomelanos lineata
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lophura nycthemera fokiensis
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lophura nycthemera jonesi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Lyrurus tetrix britannicus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Meleagris gallopavo merriami
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Meleagris gallopavo osceola
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Meleagris gallopavo silvestris
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Pavo muticus imperator
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Peliperdix coqui hubbardi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Perdix hodgsoniae sifanica
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Perdix perdix hispaniensis
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Perdix perdix perdix
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Phasianus colchicus colchicus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Phasianus colchicus formosanus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Phasianus colchicus pallasi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Phasianus colchicus strauchi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Phasianus colchicus torquatus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Phasianus versicolor tohkaidi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Pternistis afer afer
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Pternistis afer castaneiventer
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Pternistis afer cranchii
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Pternistis bicalcaratus bicalcaratus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Pternistis hildebrandti hildebrandti
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Pternistis swainsonii lundazi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Pternistis swainsonii swainsonii
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Scleroptila levaillantii levaillantii
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Scleroptila psilolaema psilolaema
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Scleroptila shelleyi uluensis
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tetrao urogallus urogallus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tetraogallus caspius tauricus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tetraogallus himalayensis himalayensis
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tetraogallus himalayensis sewerzowi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tetrastes bonasia bonasia
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tetrastes bonasia rupestris
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tetrastes sewerzowi secundus
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tetrastes sewerzowi sewerzowi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tragopan blythii molesworthi
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tragopan caboti caboti
subspecies,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Tympanuchus cupido attwateri
